AreaCode,Date,Territory,TerritorySize,Product,ProductLine,ProductType,State,Type,BudgetCOGS,BudgetProfit,COGS,Margin,Profit,TotalExpenses,sales,Marketing,review_text,rating,num_rating,cat_rating
816,01-05-2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,50,39,58,36,22,118,138," 9/19/2015 Everything tasted amazing. We ordered: -Saigon crepe -Florence crepe -breakfast food -sausage and food kolache  vibeally, I was most impressed with the crepes. I also got the dirty chai coffee, which was delicious. It's also a perfect space to get work done. It's nice and vibe and the vibe/ seatings/ seating/ vibe is perfect for getting work done Florence crepe with bananas and Nutella. So good Florence crepe with bananas and Nutella. So good Saigon crepe with skirt steak, potato, onion. Delicious ", 5.0 star rating ,5,HIGH
262,01-05-2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,50,48,62,35,27,181,10," 6/6/2016 I've been coming here for a month now and it's super awesome. Very warm and welcoming feeling, good foods, great tea and coffee, and a cool and helpful service. I've taken like 6 Tinder girls here and they are always impressed. Looking forward to the next 6. ", 5.0 star rating ,5,HIGH
203,01-05-2012,East,Small Territory,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,40,48,65,22,43,279,158," 6/17/2016 So I've been here a few times.  I started working in the area again and rediscovered this place. I've been going 2 to 3 times a week  for the coffee.  I always grab a 16oz coffee.  From the first day, I've always been given a to go cup. I was told that the coffee comes with a refill. I know this because I offered to price for a 2nd cup one day and was told this. Today, this sour-faced little girl,  tells me, with attitude. . it's going to be a  $1.35 for a refill,  after I price  $10 on a crossant with a fried food and a coffee (rediculous). Sad that customer service is non existent these days. Now I have to find a  new spot. ", 1.0 star rating ,1,LOW
318,01-05-2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,60,80,53,77,52,25,92,153," 11/20/2015 The coffee at Cafe Creme is tasty and fresh. Service is excellent and it's a big place with lots of seating. That being said, the food is highly bad price and mediocre. A food with food and food will run you $7.50 (their menu says $6.50). It was completely smothered in greasy food. Nothing local or local or fancy for that high dollar ticket. For two foods, the food and a couple coffee we price $24. You can have a lovely sit down food at other places in Austin for the same price as this place. This would be a good place to work as the dining seating was almost empty, but I would skip the food. Half of a $7.50 food and a food food. Both were quite greasy and covered in food. ", 3.0 star rating ,3,LOW
505,01-05-2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,120,10,98,38,15,53,112,41, 9/12/2015 1 check-in Best cold coffee and Vietnamese coffee in Austin! Stopped in for crepes : we got the Monterey and the Saigon with food and it was delicious. Definitely would recommend. We'll be back. The place is well vibeated and smells great. service friendly and helpful. Crepes! , 5.0 star rating ,5,HIGH
405,01-05-2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,40,29,42,22,20,20,173, 9/12/2015 Updated review 2 check-ins Eating a cafe creme Kolache (Kolach?) for food wondering how I ever survived the morning without them!!! So good! Mmm pecan & Vietnamese cold coffee!!! So good , 5.0 star rating ,5,HIGH
318,01-05-2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,40,45,65,28,37,121,260," 6/10/2016 My sister and I went to Caf̩ Cr̬me yesterday morning. I ordered a food food, a food Danish & a parkingmel Cr̬me. My sister got a bagel with lox, cream food, tomatoes, onions and capers & a breve with honey. She loved what she got and I did as well. All was very tasty. We didn't have to wait long and we loved the vibe. We are definitely planning to go back. ", 5.0 star rating ,5,HIGH
505,01-05-2012,South,Small Territory,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,10,39,53,14,39,298,286," 3/13/2016 Absolutely love Cafe Creme! Very glad a good (non corporate) coffee shop had come to Oltorf! Very friendly, fast, and tasty. Comfortable setting and complementary conference seating with minimum purchase. GO LOCAL!! ", 5.0 star rating ,5,HIGH
405,01-05-2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,80,80,94,141,79,62,245,171," 2/6/2016 I went to Caf̬ Cr̬me on a quick break from a work training. I wanted to find some decent coffee around me and Caf̬ Crem̬ was it. I ordered a pecan cold coffee and it was pretty good. It wasn't overwhelmingly nutty and I added a tiny bit of half and half to it. I give it a solid 7.5. It smelled delicious inside, like fresh food goods and they seem to have some good things, food-wise on the menu. If I'm over in that area again wanting coffee I'd definitely go back. They also have a 15% discount on one coffee beverage when you check in on facebook. ", 4.0 star rating ,4,HIGH
775,01-05-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,30,31,37,6,31,172,25," 1/27/2016 Really good coffee & drinks! The coffee was nice, smooth, good, robust flavor. I ate food here once, and the food was surprisingly good! Definitely better than run-of-the-mill Starbucks. I had tomato soup, which was hearty & flavorful, a really good roll/flatbread to go with it, and they even had bun bao's on this particular day, which I had as well. To fix my sweet tooth I got a chocolate chip food. vibe is chill & mellow, service was friendly. What a great little cafe spot! Everything was on point! ", 5.0 star rating ,5,HIGH
971,01-05-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,40,42,61,25,36,239,243, 9/22/2015 35 check-ins The selection of coffee is great. Ordered an iced pecan coffee and Mexican coffee coffee and both awsome. The food menu has a nice selection. Impressed with kolache. Very enjoyable place. , 5.0 star rating ,5,HIGH
435,01-05-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,70,77,96,34,62,15,33," 7/22/2015 The pecan cold coffee is stellar. They also have delicious food, particularly the cream food kolaches. They are a little bad price so I can't stop by as often as I might like to. ", 4.0 star rating ,4,HIGH
253,01-05-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,60,92,129,16,113,172,248," 8/2/2015 Java chip frappe, Mexican coffee and chocolate food were good. Wild mushroom tart was oily. They didn't have many veg options. Java Chip Frappuccino Chocolate food Wild Mushroom Tart ", 3.0 star rating ,3,LOW
775,01-05-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,20,20,29,13,16,184,65," 3/8/2016 Very happy to have a local coffee shop in the area with quality food options. service is friendly, coffee was hot, and crepes were delicious. ", 5.0 star rating ,5,HIGH
541,01-05-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Oregon,Decaf,140,90,149,149,83,66,78,291," 8/26/2014 5 check-ins What a great hidden gem on Oltorf. If you get a chance go in and try the Mexican coffee. They have a nice variety of tasty food, kolaches, and other sweets. They also have foods. They have seatings to sit at and a nice couch area if you want to stay and relax. I've seen vibe reading and on their laptops kind of like a Starbucks...only local...and better. Chocolate foods Ham & food food and a Mexican coffee. ", 5.0 star rating ,5,HIGH
435,01-05-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,40,44,65,42,23,172,25," 5/28/2015 Probably my favorite coffee shop in Austin. Where to begin?  The food. Most coffee shops bring in outside food. Not this place. Everything is made in house. I LOVE their kolaches. Very delicious heated up. I've also tried their white chocolate blondies, chocolate food with sea salt, and their crumble food. All taste great!  Not vibeed. It's a little further from UT location, but definitely worth the drive.  The Internet here is pretty fast. You can actually get work done here.  The vibe is not obnoxious. Jazz vibe at an appropriate volume level. definitely beats the Miley Cyrus I've heard at other coffee shops.  There's adequate vibe and not like the coffee shop caves I've been to.  Check it out!!! ", 5.0 star rating ,5,HIGH
206,01-05-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Washington,Decaf,70,60,78,92,47,45,258,187, 7/19/2016 Ben did a great service. Cool indie vibe. Good coffee. The setup is a little awkward. Good parking options and easy to access. , 4.0 star rating ,4,HIGH
712,01-05-2012,Central,Small Territory,Amaretto,Beans,Coffee,Iowa,Regular,20,20,20,29,12,17,63,288, 11/10/2015 1 check-in Yes!! Definitely my favorite coffee shop in Austin. The vibe there is so vibe and the drinks are delicious. I have no bad things to say about this place. Everything is delicious and the service is great! , 5.0 star rating ,5,HIGH
262,01-05-2012,Central,Small Territory,Amaretto,Beans,Coffee,Wisconsin,Regular,60,20,58,72,17,55,215,241," 7/22/2014 1 check-in Listed in Coffee. It Happens, food Time, internet Hot seating This place is pretty weird. There's an organ, a bizarre playlist that plays world vibe and then trance and food that are made in house... but maybe also not? On the plus side, hey have many varieties of coffee drinks, fast internet and abundant plugs. And kolaches. Long live the kolache.  We witnessed vibe on a crazy first date, the smoke alarm (?) went off during our WFH sesh and the spot is a bit bare (e.g. not welcoming) but it's not a bad spot. The location is sketchy and you may encounter 5 cops pulling over some dude (like i did) but if you need a spot to do some work that's relatively low key (bring headphones!) then this could be it. ", 3.0 star rating ,3,LOW
515,01-05-2012,Central,Small Territory,Colombian,Beans,Coffee,Iowa,Regular,30,20,31,37,7,30,274,181," 9/12/2014 1 check-in Listed in Places to study in ATX/HTX The area is just a littlee shady but Cafe Creme is a nice place. Great place to work due to there being plenty of seating (including a couch and a random conference seating), free and FAST internet, and a decently-sized parking lot. vibe-wise, there are many quirks like interesting vibework and an organ, but I am pretty sure that this this building was formerly a low-budget office (like many of its neighbors)...  Selection of drinks is good and very reasonably-priced. I believe Cafe Creme only hoursed just recently, so there are lots of great deals if you keep your eyes hours (check pricePal and check in on Yelp!). ", 4.0 star rating ,4,HIGH
